mirnaid,refseqid,genesymbol,duplex,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-1321,NM_024293,RETREG2,(((((((((((.(((...&.))).))))))))))).,1971,1995,1.0,-20.7,1,0.05649916,0.441,1.698598363636364,1.04392266975,-7.517426836101634,14,17,11,3UTR,MIRT737360,0,0
hsa-miR-1321,NM_024577,SH3TC2,((((((((((((((((..&)))))).)))))))))).,6780,6798,1.0,-20.0,1,0.002085378,0.647,0.1489521764705882,0.26822952749999995,-3.937574446201665,16,18,10,3UTR,MIRT468113,0,0
hsa-miR-1321,NM_024729,MYH14,(((((((.(((.......&))).))))))).,6314,6326,1.0,-18.0,1,0.04304919,0.515,-0.8054901428571428,-0.36709963375,-12.712481855719549,10,12,7,3UTR,MIRT451027,0,1
hsa-miR-1321,NM_025251,ARHGAP39,(((((((((.........&))))))))).,3758,3768,1.0,-17.8,1,1.36946e-05,0.235,2.295304111111111,1.6891540762499995,-14.466127870277449,9,10,9,3UTR,MIRT737312,0,0
hsa-miR-1321,NM_002347,LY6H,(((((((((.........&))))))))).,700,710,1.0,-17.8,1,0.002991187,0.338,-0.37620128888888893,-0.14317646475,-14.466127870277449,9,10,9,3UTR,MIRT568878,0,0
hsa-miR-1321,NM_002507,NGFR,..(((((((((.......&.))))))))).,3305,3323,1.0,-18.3,1,0.3535236,0.412,0.26631677777777774,1.1365081175000002,-11.418273199709544,9,11,9,3UTR,MIRT472230,0,0
hsa-miR-1321,NM_002536,TBC1D25,.(((((((((........&))))))))).,2225,2235,1.0,-17.9,1,0.06529737,0.397,-0.07192100000000003,0.33703594499999995,-13.079371793104722,9,10,9,3UTR,MIRT455146,0,1
hsa-miR-1321,NM_002657,PLAGL2,.(((((((((((((((..&.))))....))))))))))).,2287,2325,1.0,-23.0,1,0.3476839,0.529,1.3016508421052633,1.8809751774999994,-3.793324837357118,15,21,11,3UTR,MIRT762516,0,1
hsa-miR-1321,NM_003101,SOAT1,(((((((((.........&.))))))))).,3785,3798,1.0,-18.6,1,0.006301813,0.426,-0.4495991111111112,-0.04448018000000005,-14.466127870277449,9,11,9,3UTR,MIRT762519,0,0
hsa-miR-1321,NM_003131,SRF,((((((((.(.(((.((.&)).))).).)))))))).,2702,2720,1.0,-18.5,1,0.1451453,0.456,1.3355835,2.0884619049999995,-8.554188140108412,14,18,8,3UTR,MIRT737373,0,1
hsa-miR-1321,NM_003135,SRP19,..(((((((....(((..&)))....))))))).,1633,1648,1.0,-17.7,1,0.00569309,0.397,-0.4387465714285713,-0.21465224125,-13.660215585373416,10,15,7,3UTR,MIRT627529,0,0
hsa-miR-1321,NM_003135,SRP19,..(((((((....(((..&)))....))))))).,2321,2336,1.0,-17.7,1,0.01535603,0.471,-0.248793,0.16497882249999998,-13.660215585373416,10,15,7,3UTR,MIRT627529,0,0
hsa-miR-1321,NM_003157,NEK4,..(((((((....((((.&))))....))))))).,3963,3979,1.0,-19.1,1,0.1104659,0.456,0.7905572857142856,2.126665245,-13.660215585373416,11,16,7,3UTR,MIRT686010,0,0
hsa-miR-1321,NM_003250,THRA,.((((((((((...(((.&)))....)))))))))).,2163,2181,1.0,-18.6,1,0.1325002,0.441,1.1747714999999996,1.1552270375,-9.286098677140124,13,18,10,3UTR,MIRT570489,0,0
hsa-miR-1321,NM_003340,UBE2D3,.((((((((((((.....&.)))))))))))).,1029,1066,1.0,-19.6,1,0.8479043,0.662,0.09950386666666668,0.36423292875,-5.618663395431772,12,14,12,3UTR,MIRT737380,0,1
hsa-miR-1321,NM_003373,VCL,..((((((((((((((((&))))))))))).))))).,5027,5045,1.0,-19.9,1,0.03208647,0.603,1.5689238423529412,1.7755915310000001,-4.95700071937229,16,18,11,3UTR,MIRT464276,0,0
hsa-miR-1321,NM_003435,ZNF134,((((((((.((..(.((.&.)))..)))))))))).,2752,2804,1.0,-18.9,1,0.0004205017,0.529,-0.30751928125,-0.460139956875,-10.365347586960661,13,17,10,3UTR,MIRT454315,0,0
hsa-miR-1321,NM_003685,KHSRP,((((((((.(((.(.((.&)))))))))))))).,3043,3058,1.0,-18.2,1,0.3777629,0.5,-0.03659036250000001,0.30870046625,-7.018544277364306,14,15,14,3UTR,MIRT474856,0,0
hsa-miR-1321,NM_003987,PAX2,((((((((.(((.((((.&)))).))).)))))))).,3514,3532,1.0,-22.0,1,0.13809,0.471,-0.166414275,0.6367360724999999,-6.283094717113671,15,18,8,3UTR,MIRT488364,0,0
hsa-miR-1321,NM_003988,PAX2,((((((((.(((.((((.&)))).))).)))))))).,3528,3546,1.0,-22.0,1,0.13809,0.471,-0.166414275,0.6367360724999999,-6.283094717113671,15,18,8,3UTR,MIRT488364,0,0
hsa-miR-1321,NM_004117,FKBP5,(((((((((.....(((.&)))....))))))))).,2132,2149,1.0,-17.1,1,0.005112525,0.397,1.6430789999999997,1.8322031987499998,-13.4976292297232,12,17,9,3UTR,MIRT452009,0,0
hsa-miR-1321,NM_004296,RGS6,((((((((((.((((((.&.)))))))))))))))).,1944,1973,1.0,-25.7,1,0.002231788,0.441,0.5646250300000002,0.08035087446250005,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_005189,CBX2,(((((((((.........&))))))))).,3794,3804,1.0,-17.8,1,5.035917e-05,0.397,-0.049147235555555585,-0.50185601775,-14.466127870277449,9,10,9,3UTR,MIRT737317,0,1
hsa-miR-1321,NM_005413,SIX3,..((((((.((((.(.(.&).).)))).)))))).,2441,2457,1.0,-18.1,1,3.910977e-05,0.456,0.6726745,0.9736164155,-7.103279375442071,12,16,6,3UTR,MIRT484627,0,0
hsa-miR-1321,NM_005730,CTDSP2,(((((((((.(.......&.).))))))))).,2554,2570,1.0,-19.3,1,0.0001237896,0.353,0.4473333333333333,0.48892500000000005,-11.641353394867098,10,13,9,3UTR,MIRT478610,0,1
hsa-miR-1321,NM_005911,MAT2A,((((((((((........&.)))))))))).,1926,1944,1.0,-19.0,1,0.002535194,0.588,2.2417097000000004,2.3654480996249996,-13.223621401949268,10,12,10,3UTR,MIRT473591,0,0
hsa-miR-1321,NM_005920,MEF2D,(((((((((((.......&))).)))))))).,2014,2027,1.0,-18.8,1,0.001108093,0.412,-0.40056345416666655,0.29430334625,-10.39884692653892,11,13,8,3UTR,MIRT737342,0,1
hsa-miR-1321,NM_006089,SCML2,(((((((((((.......&))))))))))).,3559,3571,1.0,-22.4,1,0.002895642,0.456,3.2257482727272726,3.97546408125,-10.39884692653892,11,12,11,3UTR,MIRT737362,0,0
hsa-miR-1321,NM_006532,ELL,((((((((.(...(((..&)))...).)))))))).,2109,2126,1.0,-19.9,1,0.0004421087,0.324,5.155987,3.2476459724999995,-12.454672502120376,12,17,8,3UTR,MIRT737327,0,1
hsa-miR-1321,NM_006885,ZFHX3,.((((((((...((((..&))))..)))))))).,11827,11842,1.0,-20.1,1,3.588026e-05,0.515,4.9195425,3.1122038387499997,-11.207409090692002,12,15,8,3UTR,MIRT463340,0,1
hsa-miR-1321,NM_007367,RALY,(((((((((((.......&.))))))))))).,3385,3413,1.0,-20.2,1,6.652057e-05,0.456,0.29997831181818185,0.03448043437500001,-10.39884692653892,11,13,11,3UTR,MIRT737359,0,0
hsa-miR-1321,NM_012154,AGO2,(((((((((.((((((..&)))))).))))))))).,11673,11690,1.0,-22.9,1,0.0310864,0.706,0.905275888888889,3.0456184124999996,-5.180080914529843,15,17,9,3UTR,MIRT482319,0,0
hsa-miR-1321,NM_014000,VCL,..((((((((((((((((&))))))))))).))))).,5231,5249,1.0,-19.9,1,0.03208647,0.603,1.5689238423529412,1.7755915310000001,-4.95700071937229,16,18,11,3UTR,MIRT464276,0,0
hsa-miR-1321,NM_001319143,AK2,(((((((((..((((((.&))))))....)))))).))).,2949,2970,1.0,-19.5,1,0.003486525,0.574,0.0,0.0,-8.004855389940193,15,21,6,3UTR,MIRT482160,0,1
hsa-miR-1321,NM_001322239,BCL2L1,(((((((((.........&))))))))).,1255,1265,1.0,-18.3,1,0.006185508,0.515,0.209021,0.4359503175000001,-14.466127870277449,9,10,9,3UTR,MIRT737314,0,1
hsa-miR-1321,NM_001322240,BCL2L1,(((((((((.........&))))))))).,1384,1394,1.0,-18.3,1,0.006185508,0.515,0.4381637777777777,1.1507185325,-14.466127870277449,9,10,9,3UTR,MIRT737314,0,1
hsa-miR-1321,NM_001330063,ANKFY1,..(((((((((.......&))))))))).,3582,3592,1.0,-18.3,1,0.0008925476,0.294,1.0918967333333331,0.36078124999999994,-11.418273199709544,9,10,9,3UTR,MIRT705707,0,0
hsa-miR-1321,NM_001330285,TMEM216,((((((((.((((.(((.&.))).)))).)))))))).,763,795,1.0,-20.6,1,0.008732328,0.426,0.49083150000000003,0.34990876875000004,-5.850804021967834,15,19,8,3UTR,MIRT762520,0,0
hsa-miR-1321,NM_001346343,MRRF,((((((((((((.(((..&))).)))))))))))).,7772,7789,1.0,-24.1,1,0.04075713,0.426,-0.3122331666666667,-0.09182586999999999,-5.226705058867908,15,17,12,3UTR,MIRT762514,0,0
hsa-miR-1321,NM_001347952,RPH3A,((((((((((........&)))))))))).,4302,4313,1.0,-20.3,1,0.2595674,0.412,-0.43048522,0.14339206750000008,-13.223621401949268,10,11,10,3UTR,MIRT570543,0,1
hsa-miR-1321,NM_001347953,RPH3A,((((((((((........&)))))))))).,4291,4302,1.0,-20.3,1,0.2595674,0.412,-0.43048522,0.14339206750000008,-13.223621401949268,10,11,10,3UTR,MIRT570543,0,1
hsa-miR-1321,NM_001351312,LETMD1,(((((((((((.......&)))))))).))).,1542,1555,1.0,-16.1,1,0.002051935,0.618,-0.10486000000000002,0.11089885625000007,-10.39884692653892,11,13,8,3UTR,MIRT474183,0,0
hsa-miR-1321,NM_001351330,LETMD1,(((((((((((.......&)))))))).))).,1298,1311,1.0,-16.1,1,0.002051935,0.618,-0.10486000000000002,0.11089885625000007,-10.39884692653892,11,13,8,3UTR,MIRT474183,0,0
hsa-miR-1321,NM_001364680,TPM3,..((.(((((..((((((&))))))..))))).)).,2465,2482,1.0,-19.5,1,0.0002763753,0.515,5.810026333333333,5.913332824999999,-15.247615679191467,13,17,6,3UTR,MIRT465379,0,0
hsa-miR-1321,NM_001364682,TPM3,..(((((((....(((..&)))....))))))).,3181,3196,1.0,-17.6,1,0.003825218,0.368,-0.49613871428571427,-0.27866741274999995,-13.660215585373416,10,15,7,3UTR,MIRT465379,0,0
hsa-miR-1321,NM_001370277,RGS6,((((((((((.((((((.&.)))))))))))))))).,2513,2542,1.0,-25.7,1,0.002231788,0.441,0.5646250300000002,0.08035087446250005,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_001370287,RGS6,((((((((((.((((((.&.)))))))))))))))).,2376,2405,1.0,-25.7,1,0.002231788,0.441,0.5646250300000002,0.08035087446250005,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_001370290,RGS6,((((((((((.((((((.&.)))))))))))))))).,1994,2023,1.0,-25.7,1,0.002231788,0.441,0.5646250300000002,0.08035087446250005,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_001690,ATP6V1A,..((((((((((.((...&.)).)))))))))).,2617,2655,1.0,-20.2,1,0.0002339715,0.412,-0.68830258,-0.14040435124999984,-6.479180412342145,12,15,10,3UTR,MIRT714793,0,0
hsa-miR-1321,NM_001690,ATP6V1A,..(((((((....(((..&)))....))))))).,2806,2821,1.0,-17.7,1,9.925735e-05,0.368,0.14410271428571428,0.011420294999999997,-13.660215585373416,10,15,7,3UTR,MIRT714793,0,0
hsa-miR-1321,NM_001760,CCND3,((((((((((...(((..&.))).)))))))))).,1063,1103,1.0,-22.7,1,0.0004062789,0.368,0.32726120999999997,2.29252647875,-11.398282843874613,13,16,10,3UTR,MIRT445770,0,1
hsa-miR-1321,NM_001947,DUSP7,(((((((((.........&))))))))).,2316,2326,1.0,-18.0,1,9.305282e-05,0.324,5.986675888888889,4.93202378875,-14.466127870277449,9,10,9,3UTR,MIRT494047,0,0
hsa-miR-1321,NM_000246,CIITA,(((((((((((..((((.&)))).......)).))))))))).,8026,8050,1.0,-19.6,1,0.008846099,0.456,0.0,0.0,-8.573508368464264,15,24,9,3UTR,MIRT681453,0,0
hsa-miR-1321,NM_000278,PAX2,((((((((.(((.((((.&)))).))).)))))))).,3445,3463,1.0,-22.0,1,0.13809,0.471,-0.166414275,0.6367360724999999,-6.283094717113671,15,18,8,3UTR,MIRT488364,0,0
hsa-miR-1321,NM_001010898,SLC6A17,.((((((((((..(((((&.))))))))))))))).,2978,3004,1.0,-23.8,1,0.04937156,0.441,-0.13514929,0.06687398749999998,-8.429258759619717,15,17,15,3UTR,MIRT737368,0,1
hsa-miR-1321,NM_001010898,SLC6A17,((((((((((...((((.&)))))))))))))).,5074,5089,1.0,-20.6,1,0.0154893,0.382,-0.05773251,0.29777737075,-11.398282843874613,14,15,14,3UTR,MIRT737368,0,1
hsa-miR-1321,NM_001015055,RTKN,.((((((((....((((.&))))....)))))))).,2014,2031,1.0,-19.9,1,0.0003948302,0.426,2.5831361250000002,2.1370225937500003,-12.496539703358245,12,17,8,3UTR,MIRT489923,0,1
hsa-miR-1321,NM_001015055,RTKN,((((((((((........&.)))))))))).,2061,2079,1.0,-18.6,1,0.06012569,0.485,1.6760659,1.7722685012500003,-13.223621401949268,10,12,10,3UTR,MIRT489923,0,1
hsa-miR-1321,NM_001015056,RTKN,.((((((((....((((.&))))....)))))))).,2013,2030,1.0,-19.9,1,0.0003948302,0.426,1.29918885,1.8623063374999997,-12.496539703358245,12,17,8,3UTR,MIRT489923,0,1
hsa-miR-1321,NM_001015056,RTKN,((((((((((........&.)))))))))).,2060,2078,1.0,-18.6,1,0.06012569,0.485,2.7492550000000002,1.1436569037500002,-13.223621401949268,10,12,10,3UTR,MIRT489923,0,1
hsa-miR-1321,NM_001024937,MINK1,((((((((.(((......&))).)))))))).,4259,4272,1.0,-18.6,1,0.003033989,0.426,0.5999343874999999,1.2581307225,-8.108433275188325,11,13,8,3UTR,MIRT473214,0,0
hsa-miR-1321,NM_001031746,VSTM4,..(((.((((((((....&))))))))))).,3033,3045,1.0,-18.2,1,0.06331059,0.529,-0.379448425,-0.14217017999999998,-7.826458121119584,11,12,11,3UTR,MIRT762521,0,0
hsa-miR-1321,NM_001035534,NIBAN2,.((((((((((.......&)))))))))).,3315,3326,1.0,-19.5,1,0.1815926,0.456,2.8007650899999996,3.60077699875,-10.254597317694373,10,11,10,3UTR,MIRT737328,0,1
hsa-miR-1321,NM_001077186,MYH14,(((((((.(((.......&))).))))))).,6338,6350,1.0,-18.0,1,0.04304919,0.515,0.02012100000000002,-0.36559468375000004,-12.712481855719549,10,12,7,3UTR,MIRT451027,0,1
hsa-miR-1321,NM_001085425,ARSA,.(((((((((..(((...&)))..))))))))).,3878,3893,1.0,-18.0,1,0.1483,0.456,0.7115333333333334,0.815470855125,-10.197951702667437,12,15,9,3UTR,MIRT610861,0,0
hsa-miR-1321,NM_001085426,ARSA,(((((((((....(((..&.)))...))))))))).,2249,2271,1.0,-19.1,1,0.0001225477,0.529,-0.07987362222222225,0.06800362499999998,-12.640789312202793,12,17,9,3UTR,MIRT610861,0,0
hsa-miR-1321,NM_001085426,ARSA,.(((((((((..(((...&)))..))))))))).,3830,3845,1.0,-18.0,1,0.1483,0.456,3.373464888888889,1.8217458939999998,-10.197951702667437,12,15,9,3UTR,MIRT610861,0,0
hsa-miR-1321,NM_001085427,ARSA,(((((((((....(((..&.)))...))))))))).,2204,2226,1.0,-19.1,1,0.0001225477,0.529,-0.09257993333333332,-0.285089685,-12.640789312202793,12,17,9,3UTR,MIRT610861,0,0
hsa-miR-1321,NM_001085427,ARSA,.(((((((((..(((...&)))..))))))))).,3785,3800,1.0,-18.0,1,0.1483,0.456,3.8600571811111113,2.9536035143749997,-10.197951702667437,12,15,9,3UTR,MIRT610861,0,0
hsa-miR-1321,NM_001099270,ZBTB34,((((((((.((((((...&)))))))))))))).,4642,4657,1.0,-21.0,1,0.03105365,0.529,0.8666939687499999,1.5753393606250001,-5.227013184751041,14,15,14,3UTR,MIRT227605,0,0
hsa-miR-1321,NM_001111018,NAV2,.((((((((.(..(((((&)))))..).)))))))).,8002,8020,1.0,-19.4,1,0.01906527,0.588,2.1493089375,1.2069734737499997,-9.671765227947896,14,18,8,3UTR,MIRT483635,0,1
hsa-miR-1321,NM_001111019,NAV2,.((((((((.(..(((((&)))))..).)))))))).,4987,5005,1.0,-19.4,1,0.01906527,0.588,2.1493089375,1.2069734737499997,-9.671765227947896,14,18,8,3UTR,MIRT483635,0,1
hsa-miR-1321,NM_001111125,IQSEC2,(((.((((((..((((..&))))..)))))).))).,5552,5569,1.0,-21.3,1,0.001206684,0.397,1.0187298333333334,1.1685676995,-13.14117450616756,13,17,6,3UTR,MIRT487972,0,1
hsa-miR-1321,NM_001111298,PPIL6,(((((((((.........&.))))))))).,3198,3211,1.0,-18.4,1,0.09760893,0.412,3.4490204444444443,2.0908954937499997,-14.466127870277449,9,11,9,3UTR,MIRT762517,0,0
hsa-miR-1321,NM_001127496,SPRY4,..((((((((..(((...&))).)))))))).,2222,2235,1.0,-19.0,1,0.0001524599,0.456,0.2056179875,0.64933258625,-11.361627584682608,11,13,8,3UTR,MIRT737372,0,1
hsa-miR-1321,NM_001130478,LY6H,(((((((((.........&))))))))).,810,820,1.0,-17.8,1,0.002991187,0.338,0.3033578888888889,-0.36168431999999995,-14.466127870277449,9,10,9,3UTR,MIRT568878,0,0
hsa-miR-1321,NM_001130699,IPCEF1,(((((((((.........&.))))))))).,5625,5638,1.0,-18.6,1,7.383222e-05,0.441,4.130209000000001,4.105978123875001,-14.466127870277449,9,11,9,3UTR,MIRT667860,0,0
hsa-miR-1321,NM_001130700,IPCEF1,(((((((((.........&.))))))))).,5622,5635,1.0,-18.6,1,7.383222e-05,0.441,3.345018222222222,4.085274848875001,-14.466127870277449,9,11,9,3UTR,MIRT667860,0,0
hsa-miR-1321,NM_001135655,LY6H,(((((((((.........&))))))))).,755,765,1.0,-17.8,1,0.002991187,0.338,-0.34850288888888886,0.01577151499999993,-14.466127870277449,9,10,9,3UTR,MIRT568878,0,0
hsa-miR-1321,NM_001136017,CCND3,((((((((((...(((..&.))).)))))))))).,1100,1140,1.0,-22.7,1,0.0004062789,0.368,0.6710859100000002,2.4996018524999997,-11.398282843874613,13,16,10,3UTR,MIRT445770,0,1
hsa-miR-1321,NM_001136125,CCND3,((((((((((...(((..&.))).)))))))))).,847,887,1.0,-22.7,1,0.0004062789,0.368,0.76485571,0.2595389712500001,-11.398282843874613,13,16,10,3UTR,MIRT445770,0,1
hsa-miR-1321,NM_001136557,GPR107,(((((((((((((((...&))))))))))))))).,6680,6696,1.0,-20.5,1,2.026953e-05,0.544,0.29759646666666667,0.4647259925,-4.1706235265052785,15,16,15,3UTR,MIRT488139,0,1
hsa-miR-1321,NM_001143854,RPH3A,((((((((((........&)))))))))).,4483,4494,1.0,-20.3,1,0.2595674,0.412,-0.43048522,0.14339206750000008,-13.223621401949268,10,11,10,3UTR,MIRT570543,0,1
hsa-miR-1321,NM_001144831,PHB2,((((((((.(((.(((((&))))).)))..)))))))).,1202,1222,1.0,-21.2,1,0.008232694,0.456,2.3990771250000003,2.94468803875,-6.283094717113671,16,20,8,3UTR,MIRT471178,0,0
hsa-miR-1321,NM_001144884,SLC30A7,((((((((((((.(((..&))))))))))))))).,7541,7557,1.0,-24.0,1,0.1094795,0.618,0.6136075499999999,0.36325829412499994,-5.226705058867908,15,16,15,3UTR,MIRT057832,0,0
hsa-miR-1321,NM_001145775,FKBP5,(((((((((.....(((.&)))....))))))))).,2317,2334,1.0,-17.1,1,0.005112525,0.397,0.5256982444444445,1.88999797,-13.4976292297232,12,17,9,3UTR,MIRT452009,0,0
hsa-miR-1321,NM_001145776,FKBP5,(((((((((.....(((.&)))....))))))))).,2204,2221,1.0,-17.1,1,0.005112525,0.397,2.1363362222222215,1.78916932375,-13.4976292297232,12,17,9,3UTR,MIRT452009,0,0
hsa-miR-1321,NM_001145809,MYH14,(((((((.(((.......&))).))))))).,6437,6449,1.0,-18.0,1,0.04304919,0.515,0.02012100000000002,-0.36559468375000004,-12.712481855719549,10,12,7,3UTR,MIRT451027,0,1
hsa-miR-1321,NM_001164603,ASXL1,((((((((((.((((...&.)))))))))))))).,883,921,1.0,-18.8,1,0.009244394,0.647,0.3985788,0.019993981249999994,-6.995398001915627,14,16,14,3UTR,MIRT481414,0,1
hsa-miR-1321,NM_001164623,AGO2,(((((((((.((((((..&)))))).))))))))).,11571,11588,1.0,-22.9,1,0.0310864,0.706,3.6142511111111113,1.9740961374999997,-5.180080914529843,15,17,9,3UTR,MIRT482319,0,0
hsa-miR-1321,NM_001164623,AGO2,(((((((((...((((..&))))...))))))))).,7643,7660,1.0,-19.4,1,1.514582e-07,0.441,0.8363778111111111,0.6459229850000001,-11.35165869953655,13,17,9,3UTR,MIRT482319,0,0
hsa-miR-1321,NM_001164766,ZFHX3,.((((((((...((((..&.))))..)))))))).,9171,9189,1.0,-20.5,1,3.588026e-05,0.515,4.14572625,3.2415649562499995,-11.207409090692002,12,16,8,3UTR,MIRT463340,0,1
hsa-miR-1321,NM_001165966,PITPNM3,.(((((((.((((((...&))))))))))))).,6483,6497,1.0,-18.2,1,0.01990681,0.5,2.484102857142857,3.5717827875000014,-5.082763575906494,13,14,13,3UTR,MIRT453491,0,1
hsa-miR-1321,NM_001173512,MRRF,((((((((((((.(((..&))).)))))))))))).,7705,7722,1.0,-24.1,1,0.04075713,0.426,0.0,0.0,-5.226705058867908,15,17,12,3UTR,MIRT762514,0,0
hsa-miR-1321,NM_001173990,TMEM216,((((((((.((((.(((.&.))).)))).)))))))).,749,781,1.0,-20.6,1,0.008732328,0.426,0.283592375,0.12747232499999997,-5.850804021967834,15,19,8,3UTR,MIRT762520,0,0
hsa-miR-1321,NM_001173991,TMEM216,((((((((.((((.(((.&.))).)))).)))))))).,985,1017,1.0,-20.6,1,0.008732328,0.426,0.283592375,0.12747232499999997,-5.850804021967834,15,19,8,3UTR,MIRT762520,0,0
hsa-miR-1321,NM_001190918,THRA,.((((((((((...(((.&)))....)))))))))).,2046,2064,1.0,-18.6,1,0.1325002,0.441,1.1747714999999996,1.1552270375,-9.286098677140124,13,18,10,3UTR,MIRT570489,0,0
hsa-miR-1321,NM_001190919,THRA,.((((((((((...(((.&)))....)))))))))).,2294,2312,1.0,-18.6,1,0.1325002,0.441,1.1747714999999996,1.1552270375,-9.286098677140124,13,18,10,3UTR,MIRT570489,0,0
hsa-miR-1321,NM_001193533,NEK4,..(((((((....((((.&))))....))))))).,3696,3712,1.0,-19.1,1,0.1104659,0.456,2.557686914285714,2.33336202,-13.660215585373416,11,16,7,3UTR,MIRT686010,0,0
hsa-miR-1321,NM_001204194,SRP19,..(((((((....(((..&)))....))))))).,1561,1576,1.0,-17.7,1,0.00569309,0.397,0.0,0.0,-13.660215585373416,10,15,7,3UTR,MIRT627529,0,0
hsa-miR-1321,NM_001204194,SRP19,..(((((((....(((..&)))....))))))).,2249,2264,1.0,-17.7,1,0.01535603,0.471,0.0,0.0,-13.660215585373416,10,15,7,3UTR,MIRT627529,0,0
hsa-miR-1321,NM_001204196,SRP19,..(((((((....(((..&)))....))))))).,1557,1572,1.0,-17.7,1,0.00569309,0.397,0.0,0.0,-13.660215585373416,10,15,7,3UTR,MIRT627529,0,0
hsa-miR-1321,NM_001204196,SRP19,..(((((((....(((..&)))....))))))).,2245,2260,1.0,-17.7,1,0.01535603,0.471,0.0,0.0,-13.660215585373416,10,15,7,3UTR,MIRT627529,0,0
hsa-miR-1321,NM_001204416,RGS6,((((((((((.((((((.&.)))))))))))))))).,1998,2027,1.0,-25.7,1,0.002231788,0.441,0.019779064000000002,-0.10153899875,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_001204419,RGS6,((((((((((.((((((.&.)))))))))))))))).,1887,1916,1.0,-25.7,1,0.002231788,0.441,0.7287093819,0.11339570993749996,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_001204423,RGS6,((((((((((.((((((.&.)))))))))))))))).,1822,1851,1.0,-25.7,1,0.002231788,0.441,-0.3287181399999999,0.24443466071249997,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_001204424,RGS6,((((((((((.((((((.&.)))))))))))))))).,2430,2459,1.0,-25.7,1,0.002231788,0.441,-0.47836244,-0.07511825500000002,-6.7623489216120145,16,18,16,3UTR,MIRT495512,0,0
hsa-miR-1321,NM_001207051,CLASP1,((((((((((...((((.&))))...)))))))))).,7135,7153,1.0,-20.4,1,0.0001433613,0.382,0.0,0.0,-11.398282843874613,14,18,10,3UTR,MIRT487078,0,1
hsa-miR-1321,NM_001207051,CLASP1,(((((((((.........&.))))))))).,7210,7223,1.0,-17.9,1,4.648122e-06,0.382,0.0,0.0,-14.466127870277449,9,11,9,3UTR,MIRT487078,0,1
hsa-miR-1321,NM_001207067,BZW1,((((((((((........&)))))))))).,1435,1446,1.0,-18.6,1,0.07440576,0.544,0.4195499,0.2613762393750001,-13.223621401949268,10,11,10,3UTR,MIRT737315,0,1
hsa-miR-1321,NM_001207068,BZW1,((((((((((........&)))))))))).,1462,1473,1.0,-18.6,1,0.07440576,0.544,0.0,0.0,-13.223621401949268,10,11,10,3UTR,MIRT737315,0,1
hsa-miR-1321,NM_001207069,BZW1,((((((((((........&)))))))))).,1479,1490,1.0,-18.6,1,0.07440576,0.544,3.5034476,3.3540865374999997,-13.223621401949268,10,11,10,3UTR,MIRT737315,0,1
hsa-miR-1321,NM_001243689,LETMD1,(((((((((((.......&)))))))).))).,1688,1701,1.0,-16.1,1,0.002051935,0.618,-0.10486000000000002,0.11089885625000007,-10.39884692653892,11,13,8,3UTR,MIRT474183,0,0
hsa-miR-1321,NM_001244963,NAV2,..(((((((((.((((..&)))).))))))))).,9378,9393,1.0,-21.2,1,0.02428031,0.441,0.0,0.0,-8.303804028968646,13,15,9,3UTR,MIRT483635,0,1
hsa-miR-1321,NM_001244963,NAV2,.((((((((.(..(((((&)))))..).)))))))).,8574,8592,1.0,-19.4,1,0.01906527,0.588,0.0,0.0,-9.671765227947896,14,18,8,3UTR,MIRT483635,0,1
hsa-miR-1827,NM_030641,APOL6,((((((((.(((.(((..&))).))))))))))).,2349,2365,0.9615384615384616,-16.7,1,0.0005187343,0.5,0.21591814999999998,0.08536511124999999,-6.283094717113671,14,16,11,3UTR,MIRT691153,0,1
hsa-miR-1827,XM_006710295,PDPN,.(((((((.(((.(((((&))))).)))))))))).,1507,1524,0.9615384615384616,-17.1,1,0.04700776,0.662,0.0,0.0,-6.138845108269123,15,17,10,3UTR,MIRT666994,0,1
hsa-miR-1827,NM_018316,KLHL26,.(((((((((((......&.))))))))))).,2216,2231,0.9615384615384616,-20.4,1,0.02535453,0.426,-0.3107968181818182,-0.42797151499999997,-6.907794008098015,11,13,11,3UTR,MIRT675358,0,1
hsa-miR-1827,NM_024751,GSTCD,((((((((.(((.((...&.)).))).)))))))).,3050,3092,0.9615384615384616,-19.2,1,0.007789609,0.456,0.06868485,-0.2858004925,-6.516143797417284,13,17,8,3UTR,MIRT683590,0,0
hsa-miR-1827,NM_001370181,GSTCD,((((((((.(((.((...&.)).))).)))))))).,3311,3353,0.9615384615384616,-19.2,1,0.007789609,0.456,0.06868485,-0.2858004925,-6.516143797417284,13,17,8,3UTR,MIRT683590,0,0
